# Find lots more stations at http://www.iheard.com
Nuestra Radio,http://200.95.35.49:7030/stream
R Universidad,http://200.95.35.49:7029/stream
Sucesos,http://server1.dainusradio.com:2341/
VTX CBA,http://107.170.2.225:8040/vorterix.ogg
RYP CBA,http://107.170.2.225:8040/ryp.ogg
Pobre Johnny,http://suenas.net:8090/pobrejohnny2
Shopping Classics,http://suenas.net:8090/shoppingclassics
GEN FM,http://67.205.67.164:9982
